value,tag
Chronic,NNP
paroxysmal,NN
hemicrania,NN
SUNCT,NNP
ICHD,NNP
Hemicrania,NNP
continua,NN
Thunderclap,NNP
headache,NN
Sexual,NNP
headache,NN
New,NNP
daily,JJ
persistent,NN
headache,NN
Hypnic,NNP
headache,NN
SecondaryICHD,NNP
Migralepsy,NNP
ICHD,NNP
Ictal,NNP
headache,NN
headache,NN
ICHD,NNP
Hangover,NNP
Medication,NNP
overuse,IN
headache,NN
ICHD,NNP
Trigeminal,NNP
neuralgia,JJ
Occipital,NNP
neuralgia,MD
External,NNP
compression,NN
headache,NN
headache,NN
Optic,NNP
neuritis,NN
Postherpetic,NNP
neuralgia,NN
syndrome,VBD
Other,JJ
Orthostatic,NNP
Vascular,NNP
vteAntimigraine,NN
preparations,NNS
Dihydroergocryptine,NNP
Dihydroergotamine,NNP
Ergotamine,NNP
Lisuride,NNP
Methylergometrine,NNP
Methysergide,NNP
agonistsTriptans,NNS
Almotriptan,NNP
Avitriptan,NNP
Eletriptan,NNP
Frovatriptan,NNP
Naratriptan,NNP
Rizatriptan,NNP
Sumatriptan,NNP
Zolmitriptan,NNP
Ditans,NNP
Lasmiditan,NNP
Others,NNP
Dimetotiazine,NNP
Dotarizine,NNP
Iprazochrome,NNP
Oxetorone,NNP
Pizotifen,NNP
antagonists,NNS
Atogepant,NNP
Rimegepant,NNP
Ubrogepant,NNP
Others,NNP
Paracetamol,NNP
Amidrine,NNP
ProphylacticCalcium,NNP
channel,NN
blockers,NNS
Dotarizine,NNP
Lomerizine,NNP
Verapamil,NNP
Flunarizine,NNP
Progestogens,NNP
Flumedroxone,NNP
acetate,NN
Sympatholytics,NNP
Beta,NNP
blockers,NNS
Propranolol,NNP
Timolol,NNP
Clonidine,NNP
Tricyclic,NNP
antidepressants,NNS
Amitriptyline,NNP
Nortriptyline,NNP
Imipramine,NNP
Anticonvulsants,NNP
Carbamazepine,NNP
Oxcarbazepine,NNP
Topiramate,NNP
Valproate,NNP
mAbs,NN
Eptinezumab,NNP
Erenumab,NNP
Fremanezumab,NNP
Galcanezumab,NNP
market,NN
Clinical,JJ
trials,NNS
III,NNP
phase,VB
III,NNP
Authority,NNP
control,NN
General,NNP
Integrated,NNP
Authority,NNP
File,NNP
Germany,NNP
National,NNP
libraries,NNS
France,NNP
data,NNS
United,NNP
States,NNPS
Japan,NNP
Croatia,NNP
Other,JJ
Microsoft,NNP
Academic,NNP
img,NN
border,NN
none,NN
position,NN
absolute,NN
Retrieved,NNP
https,NN
Common,NNP
symptoms,NNS
migraine,NN
The,DT
main,JJ
symptom,NN
migraine,NN
usually,RB
intense,JJ
headache,NN
side,NN
head,NN
The,DT
pain,NN
usually,RB
moderate,JJ
severe,JJ
throbbing,VBG
sensation,NN
gets,VBZ
worse,JJR
move,VBP
prevents,NNS
carrying,VBG
normal,JJ
activities,NNS
In,IN
cases,NNS
pain,NN
occur,VB
sides,NNS
head,NN
may,MD
affect,VB
face,NN
neck,NN
Additional,NNP
symptoms,VBZ
Other,JJ
symptoms,NNS
commonly,RB
associated,VBN
migraine,JJ
include,NN
feeling,NN
sick,JJ
sick,JJ
increased,VBN
sensitivity,NN
light,NN
sound,NN
many,JJ
people,NNS
migraine,NN
want,NN
rest,VB
quiet,JJ
dark,JJ
room,NN
Some,DT
people,NNS
also,RB
occasionally,RB
experience,VB
symptoms,NNS
including,VBG
sweating,NN
poor,JJ
concentration,NN
feeling,VBG
hot,JJ
cold,JJ
tummy,NN
abdominal,JJ
pain,NN
diarrhoea,NN
Not,RB
everyone,NN
migraine,NN
experiences,VBZ
additional,JJ
symptoms,NNS
people,NNS
may,MD
experience,VB
without,IN
headache,NN
The,DT
symptoms,NNS
migraine,NN
usually,RB
last,JJ
hours,NNS
days,NNS
although,IN
may,MD
feel,VB
tired,VBN
week,NN
afterwards,NNS
Symptoms,NNS
aura,NN
About,IN
people,NNS
migraines,NNS
temporary,JJ
warning,NN
symptoms,NNS
known,VBN
aura,NN
migraine,NN
These,DT
include,VBP
visual,JJ
problems,NNS
seeing,VBG
flashing,VBG
lights,NNS
patterns,NNS
blind,VB
spots,JJ
numbness,NN
tingling,JJ
sensation,NN
like,IN
pins,NNS
needles,NNS
usually,RB
starts,VBZ
hand,NN
moves,VBZ
arm,NN
affecting,VBG
face,NN
lips,NNS
tongue,NN
feeling,NN
dizzy,NN
balance,NN
difficulty,NN
speaking,VBG
loss,NN
consciousness,NN
although,IN
unusual,JJ
Aura,NNP
symptoms,NNS
typically,RB
develop,VBP
course,NN
minutes,NNS
last,JJ
hour,NN
Some,DT
people,NNS
may,MD
experience,VB
aura,NN
followed,VBN
mild,JJ
headache,NN
headache,NN
When,WRB
get,VB
medical,JJ
advice,NN
You,PRP
see,VB
GP,NNP
frequent,JJ
severe,JJ
migraine,NN
symptoms,NNS
managed,VBN
occasional,JJ
use,NN
painkillers,NNS
paracetamol,NN
Try,VB
use,VB
maximum,JJ
dosage,NN
painkillers,NNS
regular,JJ
frequent,JJ
basis,NN
could,MD
make,VB
harder,JJR
treat,VB
headaches,NNS
time,NN
You,PRP
also,RB
make,VB
appointment,NN
see,VB
GP,NNP
frequent,JJ
migraines,NNS
days,NNS
month,NN
even,RB
controlled,VBN
medicine,NN
may,MD
benefit,VB
preventative,JJ
treatment,NN
You,PRP
call,VB
ambulance,NN
immediately,RB
someone,NN
're,VBP
experiences,NNS
paralysis,NN
weakness,NN
arms,NNS
side,NN
face,NN
slurred,VBD
garbled,VBD
speech,NN
sudden,JJ
agonising,NN
headache,NN
resulting,VBG
severe,JJ
pain,NN
unlike,IN
anything,NN
experienced,VBN
headache,NN
along,IN
high,JJ
temperature,NN
fever,NN
stiff,JJ
neck,NN
mental,JJ
confusion,NN
seizures,NNS
double,JJ
vision,NN
rash,NN
These,DT
symptoms,NNS
may,MD
sign,NN
serious,JJ
condition,NN
stroke,NN
meningitis,NN
assessed,VBN
doctor,NN
soon,RB
possible,JJ
Find,VB
diagnosing,VBG
migraines,NNS
Stages,NNP
migraine,NN
Migraines,NNP
often,RB
develop,VBZ
distinct,JJ
stages,NNS
although,IN
everyone,NN
goes,VBZ
prodromal,NN
stage,NN
changes,NNS
mood,NN
energy,NN
levels,NNS
behaviour,NN
appetite,NN
occur,VB
several,JJ
hours,NNS
days,NNS
attack,NN
aura,NN
usually,RB
visual,JJ
problems,NNS
flashes,NNS
light,NN
blind,JJ
spots,NNS
last,JJ
minutes,NNS
hour,NN
headache,NN
stage,NN
usually,RB
pulsating,NN
throbbing,VBG
pain,NN
side,NN
head,NN
often,RB
accompanied,VBN
feeling,VBG
sick,JJ
vomiting,VBG
extreme,JJ
sensitivity,NN
bright,VB
light,NN
loud,JJ
sounds,NNS
last,JJ
hours,NNS
resolution,NN
stage,NN
headache,NN
symptoms,NNS
gradually,RB
fade,VBP
away,RB
although,IN
may,MD
feel,VB
tired,VBN
days,NNS
afterwards,NNS
Page,NNP
last,JJ
reviewed,VBD
May,NNP
Next,NNP
review,NN
due,JJ
May,NNP
Previous,NNP
Migraine,NNP
Next,NNP
Causes,NNS
What,WP
migraine,JJ
symptoms,NNS
A,DT
migraine,NN
average,JJ
headache,NN
Migraines,NNS
strong,JJ
pounding,VBG
headaches,NNS
typically,RB
one,CD
side,NN
usually,RB
include,VBP
several,JJ
symptoms,NNS
They,PRP
sometimes,RB
preceded,VBN
warning,VBG
symptoms,NNS
called,VBN
aura,NN
These,DT
symptoms,NNS
may,MD
include,VB
flashes,NNS
light,NN
visual,JJ
floaters,NNS
tingling,VBG
sensations,NNS
arms,NNS
episodes,NNS
last,JJ
hours,NNS
days,NNS
greatly,RB
affect,VB
life,NN
According,VBG
National,NNP
Institute,NNP
Neurological,NNP
Disorders,NNP
Stroke,NNP
Trusted,NNP
Source,NNP
migraines,NNS
experienced,VBN
percent,NN
adult,NN
population,NN
Many,JJ
migraines,NNS
caused,VBN
activation,NN
nerve,NN
fibers,NNS
blood,NN
vessels,NNS
classic,JJ
migraine,NN
evolves,VBZ
four,CD
separate,JJ
stage,NN
Each,DT
stage,NN
different,JJ
symptoms,NNS
These,DT
stages,NNS
include,VBP
prodrome,NN
premonitory,NN
stagethe,NN
aura,NN
visual,JJ
symptoms,NNS
tingling,VBG
headache,NN
main,JJ
attack,NN
stagethe,NN
postdrome,NN
recovery,NN
stageNot,VBZ
people,NNS
get,VBP
migraines,NNS
experience,VB
stages,NNS
Prodrome,NNP
stageThe,JJ
premonitory,NN
prodrome,JJ
stage,NN
start,VB
anywhere,RB
one,CD
hour,NN
two,CD
days,NNS
migraine,NN
begins,VBZ
Symptoms,NNS
may,MD
indicate,VB
migraine,NN
coming,VBG
include,NN
fatiguemood,NN
changes,NNS
anxiety,NN
depressionthirstcraving,VBG
sugary,JJ
foodstight,NN
sore,VB
neckconstipationirritabilityfrequent,JJ
yawning,VBG
Aura,NNP
stageThe,NN
aura,NN
stage,NN
happens,VBZ
right,JJ
migraine,NN
Auras,NNS
usually,RB
visual,JJ
disturbances,NNS
involve,VB
sensations,NNS
Symptoms,NNS
build,VBP
gradually,RB
last,JJ
minutes,NNS
About,IN
percent,NN
people,NNS
experience,VBP
migraine,NN
migraine,VBN
aura,NN
include,VB
seeing,VBG
bright,JJ
spots,NNS
flashes,NNS
light,JJ
vision,NN
loss,NN
seeing,VBG
dark,JJ
spotstingling,VBG
sensations,NNS
arm,NN
leg,NN
described,VBN
pins,NNS
needles,NNS
speech,NN
problems,NNS
inability,NN
speak,VB
aphasia,NN
ringing,NN
ears,NNS
tinnitus,NN
Main,NNP
attack,NN
stageThe,NN
attack,NN
stage,NN
includes,VBZ
headache,NN
symptoms,NNS
It,PRP
last,JJ
hours,NNS
attack,NN
might,MD
experience,VB
following,JJ
symptoms,NNS
pulsating,NN
throbbing,VBG
pain,NN
one,CD
sides,NNS
headextreme,NN
sensitivity,NN
light,NN
sounds,VBZ
smellsworsening,VBG
pain,NN
physical,JJ
activitynausea,NN
vomitingabdominal,JJ
pain,NN
heartburnloss,NN
appetitelightheadednessblurred,JJ
visionfaintingIf,NN
migraine,NN
often,RB
feel,VBP
need,NN
lie,VB
dark,NN
quiet,JJ
escape,VB
light,JJ
sounds,VBZ
movement,NN
This,DT
one,CD
main,JJ
differences,NNS
migraines,NNS
types,NNS
headaches,NNS
Fortunately,RB
may,MD
find,VB
sleeping,VBG
hour,NN
two,CD
help,VB
end,VB
doctor,NN
phoneTELUS,NN
Health,NNP
lets,VBZ
see,VBP
local,JJ
doctor,NN
right,NN
night,NN
days,NNS
week,NN
The,DT
app,NN
free,JJ
download,VB
consultations,NNS
covered,VBN
THE,NNP
APP,NNP
Recovery,NNP
stageDuring,VBG
recovery,NN
postdrome,NN
stage,NN
may,MD
feel,VB
tired,JJ
drained,VBN
The,DT
migraine,NN
fades,VBZ
slowly,RB
Some,DT
people,NNS
report,VBP
feelings,NNS
euphoria,NN
Migraines,NNS
tension,NN
headachesTension,NN
headaches,NNS
migraines,NNS
may,MD
cause,VB
similar,JJ
symptoms,NNS
Migraine,NNP
symptoms,NNS
tend,VBP
severe,JJ
tension,NN
tension,NN
headache,NN
pain,NN
usually,RB
mild,JJ
moderate,VB
throughout,IN
head,NN
disappears,NNS
within,IN
hours,NNS
Migraines,NNS
tend,VBP
last,JJ
longer,JJR
often,RB
headaches,NNS
typically,RB
cause,VB
visual,JJ
side,NN
effects,NNS
like,IN
aura,NN
physical,JJ
side,NN
effects,NNS
like,IN
nausea,NN
vomiting,NN
Tension,NN
headaches,NNS
make,VB
feel,VB
sensitive,JJ
light,JJ
sound,JJ
usually,RB
Sinus,NN
headaches,NNS
often,RB
confused,VBN
migraines,NNS
share,NN
many,JJ
symptoms,NNS
including,VBG
pressure,NN
sinuses,NNS
watery,JJ
eyes,NNS
Sinus,NNP
headaches,NNS
usually,RB
moderately,RB
painful,JJ
treated,VBN
sinus,NN
treatments,NNS
allergy,JJ
medications,NNS
Migraines,NNS
cluster,NN
headachesCluster,NN
headaches,NNS
differ,VBP
migraines,NNS
mainly,RB
follow,VBP
patterns,NNS
occurrence,NN
They,PRP
cluster,JJ
together,RB
short,JJ
episodic,JJ
attacks,NNS
period,NN
weeks,NNS
months,NNS
Sometimes,RB
entire,JJ
year,NN
pass,VB
two,CD
headache,NN
clusters,NNS
Migraines,NNS
tend,VBP
follow,VB
kind,NN
migraines,NNS
cluster,NN
headaches,NNS
similar,JJ
In,IN
cases,NNS
pain,NN
severe,JJ
Cluster,JJ
headaches,NNS
cause,VB
many,JJ
distinct,NNS
symptoms,NNS
migraines,NNS
cause,NN
including,VBG
red,JJ
bloodshot,JJ
eyesswelling,NN
eyelids,NNS
edema,NN
shrinking,NN
pupil,NN
miosis,NN
runny,VBP
nose,JJ
congestion,NN
drooping,NN
eyelids,NNS
ptosis,NN
agitation,NN
annoyance,NN
restlessness,NN
headache,NN
If,IN
observe,VBP
symptoms,NNS
severe,JJ
headache,NN
likely,JJ
experiencing,VBG
cluster,NN
headache,NN
migraine,NN
Your,PRP$
doctor,NN
usually,RB
diagnose,VB
cluster,NN
headaches,NNS
examining,VBG
nerves,NNS
eye,NN
discovering,VBG
abnormality,NN
MRI,NNP
scans,NNS
linked,VBN
cluster,VB
headaches,NNS
Talk,VB
doctor,NN
getting,VBG
checked,VBN
cluster,NN
headaches,NNS
NEWSLETTERGet,NNP
weekly,JJ
Migraine,NNP
emailTo,NN
help,NN
treat,VBP
manage,VBP
challenging,JJ
condition,NN
'll,MD
send,VB
trusted,JJ
remedies,NNS
coping,VBG
techniques,NNS
expert,JJ
emailSIGN,NN
UP,NNP
NOWAlso,NNP
sign,VBD
popular,JJ
Heart,NNP
Health,NNP
newsletterYour,PRP$
privacy,NN
important,JJ
us,PRP
Relief,NNP
treatmentMedications,NNS
pain,NN
relief,NN
may,MD
enough,JJ
treat,VB
symptoms,NNS
Common,NNP
pain,NN
relievers,NNS
help,VB
migraine,VB
symptoms,NNS
include,VBP
ibuprofenaspirinacetaminophen,NN
Tylenol,NNP
Excedrin,NNP
aspirin,NN
acetaminophen,NN
caffeine,NN
If,IN
pain,NN
continues,VBZ
talk,NN
doctor,NN
treatment,NN
options,NNS
Migraine,NNP
preventionIf,NN
least,JJS
six,CD
migraines,NNS
per,IN
month,NN
three,CD
migraines,NNS
month,NN
severely,RB
interfere,VBP
daily,JJ
life,NN
doctor,NN
may,MD
recommend,VB
preventive,JJ
medications,NNS
effective,JJ
migraine,NN
symptoms,NNS
including,VBG
propranolol,NN
timolol,NN
high,JJ
blood,NN
pressure,NN
coronary,JJ
diseasescalcium,NN
channel,NN
blockers,NNS
verapamil,NN
high,JJ
blood,NN
pressuretricyclic,JJ
antidepressants,NNS
amitriptyline,NN
controlling,VBG
serotonin,NN
chemicals,NNS
brainantiseizure,NN
drugs,NNS
valproate,NN
moderate,JJ
doses,NNS
pain,NN
relievers,NNS
naproxenCGRP,JJ
antagonists,NNS
new,JJ
class,NN
drugs,NNS
approved,VBN
prevent,VB
migrainesThere,RB
side,JJ
effects,NNS
medications,NNS
Also,RB
talk,NN
doctor,NN
lifestyle,JJ
changes,NNS
help,VB
decrease,VB
migraines,NNS
Things,NNS
like,IN
quitting,VBG
smoking,NN
getting,VBG
plenty,NN
sleep,NN
avoiding,VBG
triggers,NNS
certain,JJ
foods,NNS
staying,VBG
hydrated,VBN
useful,JJ
Some,DT
alternative,JJ
medicines,NNS
often,RB
used,VBN
aid,VB
relieving,VBG
migraine,NN
symptoms,NNS
including,VBG
acupuncturecognitive,JJ
behavioral,JJ
therapy,NN
type,NN
therapy,NN
instructs,VBZ
behavior,NN
thinking,NN
change,VB
way,NN
perceive,VBP
migraine,NN
painherbs,NN
feverfewriboflavin,NN
magnesium,NN
supplements,NNS
low,JJ
levels,NNS
magnesium,NN
body,NN
Your,PRP$
doctor,NN
may,MD
recommend,VB
try,VBP
alternative,JJ
options,NNS
medicinal,JJ
treatments,NNS
working,VBG
want,VBP
take,VB
greater,JJR
control,NN
preventive,JJ
care,NN
migraines,NNS
Migraines,NNS
children,NNS
teensAround,NN
percent,NN
children,NNS
teens,NNS
experience,NN
migraines,NNS
Symptoms,NNS
generally,RB
similar,JJ
migraines,NNS
adults,NNS
Teens,NNS
also,RB
likely,JJ
chronic,JJ
migraine,NN
CM,NNP
causes,VBZ
migraines,NNS
several,JJ
hours,NNS
day,NN
days,NNS
month,NN
across,IN
three,CD
months,NNS
CM,NNP
may,MD
cause,VB
child,NN
miss,VB
school,NN
social,JJ
passed,VBN
genetically,RB
If,IN
child,NN
biological,JJ
parent,NN
history,NN
migraines,NNS
child,NN
percent,NN
chance,NN
If,IN
parent,NN
migraine,JJ
history,NN
child,NN
percent,NN
chance,NN
Plus,CC
many,JJ
things,NNS
trigger,VB
child,NN
migraines,NNS
including,VBG
stresscaffeinemedications,NNS
including,VBG
birth,NN
control,NN
asthma,JJ
treatmentroutine,NN
changesFind,NN
causing,VBG
child,NN
migraine,NN
talk,VB
doctor,NN
best,JJS
way,NN
treat,VB
prevent,VB
migraines,NNS
In,IN
addition,NN
medications,NNS
doctor,NN
may,MD
recommend,VB
relaxation,NN
techniques,NNS
preventive,JJ
therapy,NN
child,NN
better,VB
understand,NN
manage,VB
migraines,NNS
OutlookMigraine,NNP
pain,NN
severe,JJ
often,RB
unbearable,JJ
Depression,NNP
likely,JJ
occur,VB
experience,VBP
migraines,NNS
Medications,NNS
treatments,NNS
available,JJ
reduce,VB
frequency,NN
severity,NN
regularly,VBP
get,VB
migraines,NNS
make,VBP
appointment,NN
doctor,NN
discuss,VB
symptoms,NNS
treatment,NN
plan,NN
Q,NN
Are,VBP
medications,NNS
make,VB
migraines,NNS
worse,JJR
Anonymous,JJ
patientA,NN
While,IN
pain,NN
medications,NNS
like,IN
acetaminophen,NN
Tylenol,NNP
ibuprofen,FW
Advil,NNP
naproxen,RB
Aleve,NNP
useful,JJ
treating,VBG
headaches,NNS
taking,VBG
medications,NNS
frequently,RB
higher,JJR
recommended,JJ
doses,NNS
actually,RB
make,VB
migraines,NNS
worse,JJR
Birth,NNP
control,NN
depression,NN
medicines,NNS
also,RB
aggravate,VB
headaches,NNS
Keeping,VBG
headache,NN
diary,NN
useful,JJ
doctor,NN
When,WRB
headache,NN
write,VBP
symptoms,NNS
long,RB
last,JJ
ate,VBP
drank,VBP
day,NN
along,IN
medications,NNS
taking,VBG
This,DT
help,VB
doctor,NN
uncover,IN
cause,NN
headaches,NNS
develop,VB
treatment,NN
Marcin,NNP
MDAnswers,NNP
represent,VBP
opinions,NNS
medical,JJ
experts,NNS
All,DT
content,NN
strictly,RB
informational,JJ
considered,VBN
medical,JJ
advice,NN
We,PRP
include,VBP
products,NNS
think,VBP
useful,JJ
readers,NNS
If,IN
buy,VBP
links,NNS
page,NN
may,MD
earn,VB
small,JJ
commission,NN
Here,RB
medical,JJ
condition,NN
involves,VBZ
severe,RB
recurring,VBG
headaches,NNS
symptoms,NNS
A,DT
migraine,JJ
episode,NN
type,NN
headache,NN
An,DT
episode,NN
usually,RB
occurs,VBZ
stages,NNS
last,JJ
several,JJ
days,NNS
Severe,JJ
cases,NNS
affect,VB
person,NN
daily,JJ
life,NN
including,VBG
ability,NN
work,VB
affect,VB
people,NNS
different,JJ
ways,NNS
triggers,NNS
severity,NN
symptoms,NNS
frequency,NN
vary,VB
Some,DT
people,NNS
one,CD
episode,NN
week,NN
others,NNS
researchers,NNS
found,VBD
Trusted,NNP
Source,NNP
adults,NNS
United,NNP
States,NNPS
experienced,VBN
migraine,JJ
episode,NN
severe,JJ
headache,NN
within,IN
last,JJ
months,NNS
Research,NN
found,VBD
migraine,JJ
affects,NNS
Trusted,NNP
Source,NNP
females,NNS
males,NNS
Episodes,NNS
often,RB
occur,VBP
people,NNS
aged,VBN
years,NNS
happen,VB
time,NN
including,VBG
PinterestEujarim,NNP
ImagesSymptoms,NNP
migraine,JJ
tend,NN
occur,VB
stages,NNS
Before,IN
headache,NN
According,VBG
research,NN
Trusted,NNP
Source,NNP
people,NNS
migraine,JJ
experience,NN
symptoms,NNS
start,VBP
hours,NNS
days,NNS
headache,NN
At,IN
stage,NN
person,NN
might,MD
experience,VB
prodrome,NN
may,MD
involve,VB
emotional,JJ
changes,NNS
specifically,RB
depression,NN
irritability,NN
A,DT
prodrome,NN
also,RB
include,VB
yawning,NN
dizziness,NN
thirst,RB
frequent,JJ
urination,NN
sensitivity,NN
light,NN
sound,NN
Sometimes,RB
aura,NN
occur,VB
This,DT
involves,VBZ
physical,JJ
sensory,JJ
symptoms,NNS
flashing,VBG
lights,NNS
field,NN
vision,NN
During,IN
headache,NN
Alongside,VB
mild,NN
severe,VB
throbbing,VBG
pulsing,VBG
headache,NN
symptoms,NNS
may,MD
include,VB
nausea,NN
vomiting,NN
neck,NN
pain,NN
dizziness,NN
nasal,JJ
congestion,NN
Resolution,NN
After,IN
headache,NN
tiredness,NN
irritability,NN
may,MD
last,JJ
another,DT
days,NNS
This,DT
sometimes,RB
called,VBN
migraine,NN
Other,JJ
common,JJ
features,NNS
migraine,NN
head,NN
pain,NN
worsens,VBZ
physical,JJ
activity,NN
strainingan,JJ
inability,NN
perform,VB
regular,JJ
activities,NNS
due,JJ
painincreased,JJ
sensitivity,NN
light,NN
sound,NN
sometimes,RB
relived,VBN
lying,VBG
quietly,RB
darkened,JJ
room,NN
Other,JJ
symptoms,NNS
may,MD
include,VB
sweating,NN
feeling,VBG
unusually,RB
hot,JJ
cold,JJ
stomachache,NN
else,RB
cause,VB
headache,NN
nausea,NN
fatigue,JJ
headacheA,NN
migraine,NN
episode,NN
different,JJ
typical,JJ
headache,NN
The,DT
experience,NN
different,JJ
different,JJ
symptoms,NNS
occur,VBP
help,VB
person,NN
healthcare,JJ
professional,JJ
identify,NN
migraine,NN
episodes,NNS
Keep,VB
journal,NN
least,JJS
weeks,NNS
note,VBP
time,NN
symptoms,VBZ
startpossible,JJ
triggers,NNS
stress,NN
menstruationthe,JJ
nature,NN
headacheany,NN
symptomshow,NN
long,RB
symptoms,NNS
lastany,JJ
noticeable,JJ
indicators,NNS
migraine,NN
auraany,JJ
medications,NNS
effectsLearn,NN
differences,NNS
migraine,NN
headache,NN
triggersExperts,NNS
think,VBP
migraine,NN
episodes,NNS
may,MD
stem,VB
changes,NNS
brain,NN
affect,VBP
way,NN
nerves,NNS
communicatebalance,NN
chemicals,NNS
blood,NN
vesselsGenetic,JJ
features,NNS
may,MD
also,RB
play,VB
role,NN
family,NN
historyTrusted,VBN
Source,NNP
migraine,NN
common,JJ
risk,NN
triggers,NNS
vary,VBP
person,NN
person,NN
They,PRP
commonly,RB
include,VBP
hormonal,JJ
changes,NNS
related,VBN
menstruationemotional,JJ
triggers,NNS
stress,NN
depression,NN
anxiety,NN
excitementdietary,JJ
factors,NNS
including,VBG
alcohol,NN
caffeine,NN
chocolate,NN
nuts,NNS
cheese,NN
citrus,NN
fruits,NNS
foods,NNS
containing,VBG
additives,NNS
tyramine,NN
monosodium,NN
glutamate,NN
MSG,NNP
medications,NNS
sleeping,VBG
pills,NNS
hormone,NN
replacement,NN
therapy,NN
HRT,NNP
birth,NN
control,NN
pillsenvironmental,JJ
factors,NNS
including,VBG
flickering,VBG
screens,NNS
strong,JJ
smells,NNS
secondhand,NN
smoke,NN
loud,JJ
noises,NNS
humidity,NN
stuffy,NN
rooms,NNS
temperature,NN
changes,NNS
bright,JJ
lightsSome,NN
possible,JJ
triggers,NNS
include,VBP
tirednessa,JJ
lack,NN
sleepshoulder,NN
neck,NN
tensionpoor,JJ
posturephysical,JJ
overexertionlow,NN
blood,NN
sugarjet,NN
lagirregular,JJ
mealtimesdehydrationAvoiding,NN
triggers,NNS
possible,JJ
may,MD
help,VB
reduce,VB
frequency,NN
migraine,NN
causes,VBZ
headaches,NNS
Find,VBP
doctor,NN
phoneTELUS,NN
Health,NNP
lets,VBZ
see,VBP
local,JJ
doctor,NN
right,NN
night,NN
days,NNS
week,NN
The,DT
app,NN
free,JJ
download,VB
consultations,NNS
covered,VBN
THE,NNP
APPResearch,NNP
data,NN
race,NN
ethnicityMigraine,NN
debilitating,JJ
condition,NN
underdiagnosed,JJ
challenging,VBG
treat,VB
This,DT
seen,VBN
especially,RB
BIPOC,NNP
Black,NNP
Indigenous,NNP
People,NNP
Color,NNP
populations,NNS
People,NNS
Color,NNP
less,RBR
likely,JJ
receive,VB
diagnosis,NN
migraine,NN
treatment,NN
white,JJ
people,NNS
In,IN
fact,NN
African,NNP
AmericansTrusted,NNP
Source,NNP
official,JJ
migraine,NN
diagnosis,NN
compared,VBN
white,JJ
people,NNS
country,NN
And,CC
research,NN
found,VBD
Latino,NNP
people,NNS
less,RBR
likely,JJ
receive,VB
formal,JJ
migraine,NN
diagnosis,NN
white,JJ
people,NNS
These,DT
disparities,NNS
impact,VB
treatment,NN
therapies,NNS
While,IN
figures,NNS
could,MD
lead,VB
conclusion,NN
white,JJ
people,NNS
experience,RB
migraine,JJ
episodes,NNS
groups,NNS
analysis,NN
nine,CD
studiesTrusted,VBN
Source,NNP
looking,VBG
average,JJ
prevalence,NN
severe,JJ
headache,NN
migraine,NN
found,VBD
prevalence,NN
rates,NNS
episodes,NNS
across,IN
groups,NNS
Native,JJ
American,JJ
white,JJ
Hispanic,JJ
Black,NNP
Asian,JJ
people,NNS
Furthermore,NNP
females,NNS
groups,NNS
approximately,RB
twice,RB
likely,JJ
experience,VB
migraine,NN
episodes,NNS
males,NNS
Overall,JJ
studies,NNS
discuss,VBP
migraine,NN
use,VB
racial,JJ
ethnic,JJ
differences,NNS
clarity,NN
often,RB
consider,VB
contributing,VBG
factors,NNS
Further,NNP
research,NN
warranted,VBN
consider,VB
behavioral,NN
environmental,JJ
genetic,JJ
socioeconomic,JJ
factors,NNS
well,RB
access,NN
factorsAnyone,NN
develop,VB
migraine,NN
slightly,RB
higher,JJR
risk,NN
people,NNS
depressionbipolar,JJ
disorderfibromyalgiairritable,JJ
bowel,NN
syndromeoveractive,JJ
bladdersleep,JJ
disorderanxietyIs,NN
link,NN
migraine,NN
TreatmentThere,NNP
cure,NN
migraine,NN
However,RB
medications,NNS
treat,VB
symptoms,NNS
arise,VBP
people,NNS
take,VB
steps,NNS
reduce,VB
frequency,NN
severity,NN
episodes,NNS
But,CC
keep,VB
mind,NN
medications,NNS
side,VBN
relief,NN
types,NNS
medication,NN
often,RB
help,VB
Taking,VBG
medication,NN
soon,RB
symptoms,NNS
start,VBP
may,MD
keep,VB
becoming,VBG
pain,NN
relief,NN
medications,NNS
may,MD
benefit,VB
people,NNS
migraine,JJ
include,NN
naproxen,NN
Aleve,NNP
ibuprofen,NN
Advil,NNP
acetaminophen,NN
Tylenol,NNP
Other,JJ
options,NNS
include,VBP
triptans,NNS
sumatriptan,NN
Imitrex,NNP
help,VB
reverse,VB
brain,NN
changes,NNS
occur,VBP
episodeantiemetics,NNS
manage,VB
nausea,NN
vomitinggepants,NNS
block,VB
protein,NN
involved,VBN
inflammation,NN
pain,NN
called,VBN
calcitonin,NN
peptide,NN
CGRP,NNP
ditans,NNS
interact,VBP
receptors,NNS
sensory,JJ
nerves,NNS
blood,NN
vesselsIt,NN
important,JJ
avoid,VB
overusing,VBG
medication,NN
overuse,NN
cause,VB
rebound,NN
headache,NN
A,DT
healthcare,JJ
professional,NN
help,VB
person,NN
decide,VB
much,JJ
medication,NN
safe,JJ
effective,JJ
Find,VB
tips,NNS
instant,JJ
migraine,NN
relief,NN
natural,JJ
remediesSome,NN
home,NN
care,NN
strategies,NNS
help,VB
relieve,VB
migraine,NN
symptoms,NNS
include,VBP
using,VBG
flexible,JJ
cold,JJ
packs,NNS
masksstaying,VBG
quiet,JJ
darkened,VBD
roomsleeping,NN
necessaryThe,NN
following,VBG
supplements,NNS
might,MD
