value,tag
born,VBN
After,IN
exposed,VBN
tetanus,NNS
may,MD
take,VB
two,CD
days,NNS
two,CD
months,NNS
develop,VB
symptoms,NNS
In,IN
infants,NNS
symptoms,NNS
may,MD
take,VB
five,CD
days,NNS
two,CD
weeks,NNS
develop,VB
What,WP
symptoms,NNS
tetanus,NN
The,DT
following,NN
common,JJ
symptoms,NNS
tetanus,NN
However,RB
child,NN
may,MD
experience,VB
symptoms,NNS
differently,RB
Symptoms,NNS
may,MD
include,VB
stiffness,NN
jaw,NN
also,RB
called,VBN
lockjaw,NN
stiffness,NN
abdominal,JJ
back,JJ
muscles,NNS
contraction,NN
facial,JJ
muscles,NNS
fast,RB
pulse,VBP
fever,RB
sweating,VBG
painful,JJ
muscle,NN
spasms,NNS
near,IN
wound,NN
area,NN
affect,VBP
larynx,NN
chest,JJS
wall,NN
may,MD
cause,VB
asphyxiation,NN
difficulty,NN
swallowing,VBG
The,DT
symptoms,NNS
tetanus,NN
may,MD
resemble,VB
medical,JJ
conditions,NNS
Always,NNP
consult,VB
child,NN
's,POS
physician,NN
diagnosis,NN
Tetanus,NNP
also,RB
known,VBN
lockjaw,NN
serious,JJ
preventable,JJ
disease,NN
affects,VBZ
body,NN
's,POS
muscles,NNS
's,POS
often,RB
referred,VBN
lockjaw,NN
cause,VB
painful,JJ
spasms,NNS
stiffness,NN
jaw,NN
serious,JJ
infection,NN
easily,RB
prevented,VBN
vaccination,NN
It,PRP
caused,VBN
toxin,NN
produced,VBN
spores,NNS
bacteria,NNS
Clostridium,NNP
tetani,NN
These,DT
bacteria,NNS
live,VBP
environment,NN
including,VBG
soil,NN
dust,NN
animal,JJ
feces,NNS
according,VBG
Centers,NNPS
Disease,NNP
Control,NNP
Prevention,NNP
CDC,NNP
time,NN
get,VBP
wound,NN
may,MD
become,VB
contaminated,JJ
soil,NN
environmental,JJ
contents,NNS
risk,NN
bacteria,NN
get,VB
wound,NN
produce,VB
toxin,NN
affects,VBZ
abilities,NNS
muscles,NNS
work,VB
This,DT
cause,VB
stiffening,NN
rigidity,NN
muscles,NNS
serious,JJ
condition,NN
especially,RB
affects,VBZ
muscles,NNS
used,VBN
breathe,VB
notes,VBZ
Mayo,NNP
disease,NN
lead,VB
serious,JJ
complications,NNS
even,RB
death,NN
Tetanus,NNP
medical,JJ
emergency,NN
requires,VBZ
treatment,NN
cases,NNS
occur,VBP
people,NNS
vaccinated,VBN
